TimeStep;Np;Nbound;Nfixed;Nmoving;Nfloat;Nfluid
1.00086;494;165;165;0;0;329

Pos.x;Pos.y;Pos.z;Idp;Vel.x;Vel.y;Vel.z;Rhop;Mass;Press;Type;Acec.x;Acec.y;Acec.z;AceVisc.x;AceVisc.y;AceVisc.z;CellOffSpring;GradVel;Qfxx;Qfxy;Qfxz;Qfyy;Qfyz;Qfzz;StrainDot.x;StrainDot.y;StrainDot.z;VonMises3D;
 -1.0000000E+00;  9.9999998E-03; -2.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -1.2536244E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -1.2009542E-06;  0.0000000E+00; -5.2670213E-08;  0.0000000E+00;
 -8.0000001E-01;  9.9999998E-03; -2.0000000E+00;21;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -3.5654268E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -3.5200974E-06;  0.0000000E+00; -4.5329461E-08;  0.0000000E+00;
 -6.0000002E-01;  9.9999998E-03; -2.0000000E+00;42;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -6.1408095E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -6.2391264E-06;  0.0000000E+00;  9.8316647E-08;  0.0000000E+00;
 -4.0000001E-01;  9.9999998E-03; -2.0000000E+00;63;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000092E+01;  4.0000001E-01;  9.8762335E-03;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -7.7187033E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -8.1902235E-06;  0.0000000E+00;  4.7152011E-07;  0.0000000E+00;
 -2.0000000E-01;  9.9999998E-03; -2.0000000E+00;84;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000140E+01;  4.0000001E-01;  1.5134957E-02;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -7.4762320E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -8.6122336E-06;  0.0000000E+00;  1.1360015E-06;  0.0000000E+00;
  0.0000000E+00;  9.9999998E-03; -2.0000000E+00;105;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000150E+01;  4.0000001E-01;  1.6160930E-02;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -5.0318563E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -7.1049412E-06;  0.0000000E+00;  2.0730849E-06;  0.0000000E+00;
  2.0000000E-01;  9.9999998E-03; -2.0000000E+00;115;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000134E+01;  4.0000001E-01;  1.4493283E-02;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  7.1071213E-07;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -2.3651064E-06;  0.0000000E+00;  3.0758185E-06;  0.0000000E+00;
  4.0000001E-01;  9.9999998E-03; -2.0000000E+00;125;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000126E+01;  4.0000001E-01;  1.3594949E-02;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  1.4595729E-05;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  1.0658662E-05;  0.0000000E+00;  3.9370675E-06;  0.0000000E+00;
  6.0000002E-01;  9.9999998E-03; -2.0000000E+00;135;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000035E+01;  4.0000001E-01;  3.8473001E-03;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  4.6040055E-05;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  4.1386735E-05;  0.0000000E+00;  4.6533205E-06;  0.0000000E+00;
  8.0000001E-01;  9.9999998E-03; -2.0000000E+00;145;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  1.0664784E-04;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  1.0129627E-04;  0.0000000E+00;  5.3515664E-06;  0.0000000E+00;
