TimeStep;Np;Nbound;Nfixed;Nmoving;Nfloat;Nfluid
2.00158;494;165;165;0;0;329

Pos.x;Pos.y;Pos.z;Idp;Vel.x;Vel.y;Vel.z;Rhop;Mass;Press;Type;Acec.x;Acec.y;Acec.z;AceVisc.x;AceVisc.y;AceVisc.z;CellOffSpring;GradVel;Qfxx;Qfxy;Qfxz;Qfyy;Qfyz;Qfzz;StrainDot.x;StrainDot.y;StrainDot.z;VonMises3D;
 -1.0000000E+00;  9.9999998E-03; -2.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -4.8763491E-07;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -4.9037169E-07;  0.0000000E+00;  2.7368088E-09;  0.0000000E+00;
 -8.0000001E-01;  9.9999998E-03; -2.0000000E+00;21;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -1.3066599E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -1.4381360E-06;  0.0000000E+00;  1.3147611E-07;  0.0000000E+00;
 -6.0000002E-01;  9.9999998E-03; -2.0000000E+00;42;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -2.0042692E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -2.5398372E-06;  0.0000000E+00;  5.3556795E-07;  0.0000000E+00;
 -4.0000001E-01;  9.9999998E-03; -2.0000000E+00;63;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000092E+01;  4.0000001E-01;  9.8762438E-03;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0; -1.8256362E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -3.2621861E-06;  0.0000000E+00;  1.4365498E-06;  0.0000000E+00;
 -2.0000000E-01;  9.9999998E-03; -2.0000000E+00;84;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000140E+01;  4.0000001E-01;  1.5134990E-02;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  5.5880309E-07;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02; -2.4050278E-06;  0.0000000E+00;  2.9638309E-06;  0.0000000E+00;
  0.0000000E+00;  9.9999998E-03; -2.0000000E+00;105;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000150E+01;  4.0000001E-01;  1.6161012E-02;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  8.8806537E-06;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  4.0586597E-06;  0.0000000E+00;  4.8219936E-06;  0.0000000E+00;
  2.0000000E-01;  9.9999998E-03; -2.0000000E+00;115;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  2.9406223E-05;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  2.3164448E-05;  0.0000000E+00;  6.2417748E-06;  0.0000000E+00;
  4.0000001E-01;  9.9999998E-03; -2.0000000E+00;125;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  7.2759867E-05;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  6.6546847E-05;  0.0000000E+00;  6.2130184E-06;  0.0000000E+00;
  6.0000002E-01;  9.9999998E-03; -2.0000000E+00;135;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  1.5248048E-04;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  1.4860944E-04;  0.0000000E+00;  3.8710436E-06;  0.0000000E+00;
  8.0000001E-01;  9.9999998E-03; -2.0000000E+00;145;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+01;  4.0000001E-01;  0.0000000E+00;0;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;0;  2.7207981E-04;  1.0000000E+02;  0.0000000E+00;  0.0000000E+00;  1.0000000E+02;  0.0000000E+00;  1.0000000E+02;  2.7379801E-04;  0.0000000E+00; -1.7182076E-06;  0.0000000E+00;
